8192 4.24463 4.23903 4.24671 4.23663 4.24367 4.24063 4.25407 4.25519 4.26159 4.24671
16384 16.9908 17.0355 17.0588 17.0404 17.0612 17.0624 17.0803 17.0968 17.0019 17.0744
