8192 1.65207 1.67789 1.66167 1.64944 1.67131 1.65029 1.68382 1.65821 1.65993 1.65557
16384 6.52198 6.72693 6.73143 6.95339 6.67499 6.63713 6.69765 6.72109 6.86673 6.73104
32768 29.2393 29.3066 29.5202 29.7847 29.3266 29.099 29.4363 29.2289 29.6657 29.2778
