2 1803.905 1802.35 1814.06
4 751.2935 733.668 761.741
8 306.025 305.511 307.697
16 167.4145 165.493 173.219
32 101.0095 98.932 103.624
64 58.35185 57.7965 67.3916
128 69.15209999999999 67.4526 112.413
