8 1858.365 1833.51 1892.51
16 985.9435000000001 974.537 1009.4
32 537.4939999999999 529.42 558.33
64 314.22900000000004 310.45 318.768
128 202.397 201.63 247.493
256 354.897 343.937 444.8
